111,14_42807_20180724_7
112,14_42807_20180724_7
113,14_42807_20180724_7
114,14_42807_20180724_7
115,14_42807_20180724_7
116,14_42807_20180724_7
117,14_42807_20180724_7
118,14_42807_20180724_11
119,14_42807_20180724_11
120,14_42807_20180724_11
121,14_42807_20180724_11
122,14_42807_20180724_11
123,14_42807_20180724_11
124,14_42807_20180724_11
125,14_42807_20180724_11
126,1_55603_20180724_4
127,1_55603_20180724_4
128,1_55603_20180724_4
129,1_55603_20180724_4
130,1_55603_20180724_4
131,1_55603_20180724_4
132,1_55603_20180724_4
133,1_55603_20180724_4
134,1_55603_20180724_7
135,1_55603_20180724_7
136,1_55603_20180724_7
137,1_55603_20180724_7
138,1_55603_20180724_7
139,1_55603_20180724_7
140,1_55603_20180724_7
141,1_55603_20180724_7
142,1_55603_20180724_10
143,1_55603_20180724_10
144,1_55603_20180724_10
145,1_55603_20180724_10
146,1_55603_20180724_10
147,1_55603_20180724_10
148,2_52800_20180724_4
149,2_52800_20180724_4
150,2_52800_20180724_4
151,2_52800_20180724_4
152,2_52800_20180724_4
153,2_52800_20180724_4
154,2_52800_20180724_4
155,2_52800_20180724_4
156,2_52800_20180724_6
157,2_52800_20180724_6
158,2_52800_20180724_6
159,2_52800_20180724_6
160,2_52800_20180724_6
161,2_52800_20180724_6
162,2_52800_20180724_6
163,2_52800_20180724_6
164,2_52800_20180724_8
165,2_52800_20180724_8
166,2_52800_20180724_8
167,2_52800_20180724_8
168,2_52800_20180724_8
169,2_52800_20180724_8
170,2_52800_20180724_8
171,2_52800_20180724_8
172,2_52800_20180724_9
173,2_52800_20180724_9
174,2_52800_20180724_9
175,2_52800_20180724_9
176,2_52800_20180724_9
177,2_52800_20180724_9
178,2_52800_20180724_9
179,2_52800_20180724_9
180,2_52800_20180724_11
181,2_52800_20180724_11
182,2_52800_20180724_11
183,2_52800_20180724_11
184,2_52800_20180724_11
185,2_52800_20180724_11
186,2_52800_20180724_11
187,2_52800_20180724_11
188,2_52800_20180724_12
189,2_52800_20180724_12
190,2_52800_20180724_12
191,2_52800_20180724_12
192,2_52800_20180724_12
193,2_52800_20180724_12
194,2_52800_20180724_12
195,2_52800_20180724_12
196,3_52604_20180724_4
197,3_52604_20180724_4
198,3_52604_20180724_4
199,3_52604_20180724_4
200,3_52604_20180724_4
201,3_52604_20180724_4
202,3_52604_20180724_4
203,3_52604_20180724_4
204,3_52604_20180724_8
205,3_52604_20180724_8
206,3_52604_20180724_8
207,3_52604_20180724_8
208,3_52604_20180724_8
209,3_52604_20180724_8
210,3_52604_20180724_8
211,3_52604_20180724_8
212,3_52604_20180724_11
213,3_52604_20180724_11
214,3_52604_20180724_11
215,3_52604_20180724_11
216,3_52604_20180724_11
217,3_52604_20180724_11
218,3_52604_20180724_11
219,3_52604_20180724_11
220,4_50762_20180724_6
221,4_50762_20180724_6
222,4_50762_20180724_6
223,4_50762_20180724_6
224,4_50762_20180724_6
225,4_50762_20180724_6
226,4_50762_20180724_6
227,4_50762_20180724_6
228,6_50744_20180724_1
229,6_50744_20180724_1
230,6_50744_20180724_1
231,6_50744_20180724_1
232,6_50744_20180724_1
233,6_50744_20180724_1
234,6_50744_20180724_1
235,6_50744_20180724_2
236,6_50744_20180724_2
237,6_50744_20180724_2
238,6_50744_20180724_2
239,6_50744_20180724_2
240,6_50744_20180724_2
241,6_50744_20180724_2
242,6_50744_20180724_2
243,6_50744_20180724_3
244,6_50744_20180724_3
245,6_50744_20180724_3
246,6_50744_20180724_3
247,6_50744_20180724_3
248,6_50744_20180724_3
249,6_50744_20180724_3
250,6_50744_20180724_3
251,6_50744_20180724_8
252,6_50744_20180724_8
253,6_50744_20180724_8
254,6_50744_20180724_8
255,6_50744_20180724_8
256,6_50744_20180724_8
257,6_50744_20180724_8
258,6_50744_20180724_8
259,6_50744_20180724_9
260,6_50744_20180724_9
261,6_50744_20180724_9
262,6_50744_20180724_9
263,6_50744_20180724_9
264,6_50744_20180724_9
265,6_50744_20180724_9
266,6_50744_20180724_9
267,7_50739_20180724_6
268,7_50739_20180724_6
269,7_50739_20180724_6
270,7_50739_20180724_6
271,7_50739_20180724_6
272,7_50739_20180724_6
273,7_50739_20180724_6
274,7_50739_20180724_6
275,7_50739_20180724_10
276,7_50739_20180724_10
277,7_50739_20180724_10
278,7_50739_20180724_10
279,7_50739_20180724_10
280,7_50739_20180724_10
281,7_50739_20180724_11
282,7_50739_20180724_11
283,7_50739_20180724_11
284,7_50739_20180724_11
285,7_50739_20180724_11
286,7_50739_20180724_11
287,7_50739_20180724_11
288,7_50739_20180724_11
289,8_50711_20180724_1
290,8_50711_20180724_1
291,8_50711_20180724_1
292,8_50711_20180724_1
293,8_50711_20180724_1
294,8_50711_20180724_1
295,8_50711_20180724_1
296,8_50711_20180724_2
297,8_50711_20180724_2
298,8_50711_20180724_2
299,8_50711_20180724_2
300,8_50711_20180724_2
301,8_50711_20180724_2
302,8_50711_20180724_2
303,8_50711_20180724_2
304,8_50711_20180724_3
305,8_50711_20180724_3
306,8_50711_20180724_3
307,8_50711_20180724_3
308,8_50711_20180724_3
309,8_50711_20180724_3
310,8_50711_20180724_3
311,8_50711_20180724_3
312,8_50711_20180724_8
313,8_50711_20180724_8
314,8_50711_20180724_8
315,8_50711_20180724_8
316,8_50711_20180724_8
317,8_50711_20180724_8
318,8_50711_20180724_8
319,8_50711_20180724_8
320,8_50711_20180724_9
321,8_50711_20180724_9
322,8_50711_20180724_9
323,8_50711_20180724_9
324,8_50711_20180724_9
325,8_50711_20180724_9
326,8_50711_20180724_9
327,8_50711_20180724_9
328,8_50711_20180724_12
329,8_50711_20180724_12
330,8_50711_20180724_12
331,8_50711_20180724_12
332,8_50711_20180724_12
333,8_50711_20180724_12
334,8_50711_20180724_12
335,8_50711_20180724_12
336,9_50247_20180724_1
337,9_50247_20180724_1
338,9_50247_20180724_1
339,9_50247_20180724_1
340,9_50247_20180724_1
341,9_50247_20180724_1
342,9_50247_20180724_1
343,10_52609_20180725_6
344,10_52609_20180725_6
345,10_52609_20180725_6
346,10_52609_20180725_6
347,10_52609_20180725_6
348,10_52609_20180725_6
349,10_52609_20180725_6
350,10_52609_20180725_6
351,10_52609_20180725_9
352,10_52609_20180725_9
353,10_52609_20180725_9
354,10_52609_20180725_9
355,10_52609_20180725_9
356,10_52609_20180725_9
357,10_52609_20180725_9
358,10_52609_20180725_9
359,11_52395_20180725_4
360,11_52395_20180725_4
361,11_52395_20180725_4
362,11_52395_20180725_4
363,11_52395_20180725_4
364,11_52395_20180725_4
365,11_52395_20180725_4
366,11_52395_20180725_4
367,11_52395_20180725_8
368,11_52395_20180725_8
369,11_52395_20180725_8
370,11_52395_20180725_8
371,11_52395_20180725_8
372,11_52395_20180725_8
373,11_52395_20180725_8
374,11_52395_20180725_8
375,11_52395_20180725_12
376,11_52395_20180725_12
377,11_52395_20180725_12
378,11_52395_20180725_12
379,11_52395_20180725_12
380,11_52395_20180725_12
381,11_52395_20180725_12
382,11_52395_20180725_12
383,12_52394_20180725_3
384,12_52394_20180725_3
385,12_52394_20180725_3
386,12_52394_20180725_3
387,12_52394_20180725_3
388,12_52394_20180725_3
389,12_52394_20180725_3
390,12_52394_20180725_3
391,12_52394_20180725_11
392,12_52394_20180725_11
393,12_52394_20180725_11
394,12_52394_20180725_11
395,12_52394_20180725_11
396,12_52394_20180725_11
397,12_52394_20180725_11
398,12_52394_20180725_11
399,13_50727_20180725_5
400,13_50727_20180725_5
401,13_50727_20180725_5
402,13_50727_20180725_5
403,13_50727_20180725_5
404,13_50727_20180725_5
405,13_50727_20180725_5
406,13_50727_20180725_5
407,13_50727_20180725_7
408,13_50727_20180725_7
409,13_50727_20180725_7
410,13_50727_20180725_7
411,13_50727_20180725_7
412,13_50727_20180725_7
413,13_50727_20180725_7
414,13_50727_20180725_7
415,13_50727_20180725_11
416,13_50727_20180725_11
417,13_50727_20180725_11
418,13_50727_20180725_11
419,13_50727_20180725_11
420,13_50727_20180725_11
421,13_50727_20180725_11
422,13_50727_20180725_11
423,14_48136_20180725_9
424,14_48136_20180725_9
425,14_48136_20180725_9
426,14_48136_20180725_9
427,14_48136_20180725_9
428,14_48136_20180725_9
429,14_48136_20180725_9
430,14_48136_20180725_9
431,14_48136_20180725_10
432,14_48136_20180725_10
433,14_48136_20180725_10
434,14_48136_20180725_10
435,14_48136_20180725_10
436,14_48136_20180725_10
437,1_49908_20180725_6
438,1_49908_20180725_6
439,1_49908_20180725_6
440,1_49908_20180725_6
441,1_49908_20180725_6
442,1_49908_20180725_6
443,1_49908_20180725_6
444,1_49908_20180725_6
445,1_49908_20180725_9
446,1_49908_20180725_9
447,1_49908_20180725_9
448,1_49908_20180725_9
449,1_49908_20180725_9
450,1_49908_20180725_9
451,1_49908_20180725_9
452,1_49908_20180725_9
453,1_49908_20180725_11
454,1_49908_20180725_11
455,1_49908_20180725_11
456,1_49908_20180725_11
457,1_49908_20180725_11
458,1_49908_20180725_11
459,1_49908_20180725_11
460,1_49908_20180725_11
461,2_42868_20180725_7
462,2_42868_20180725_7
463,2_42868_20180725_7
464,2_42868_20180725_7
465,2_42868_20180725_7
466,2_42868_20180725_7
467,2_42868_20180725_7
468,2_42868_20180725_7
469,2_42868_20180725_11
470,2_42868_20180725_11
471,2_42868_20180725_11
472,2_42868_20180725_11
473,2_42868_20180725_11
474,2_42868_20180725_11
475,2_42868_20180725_11
476,2_42868_20180725_11
477,3_37288_20180725_1
478,3_37288_20180725_1
479,3_37288_20180725_1
480,3_37288_20180725_1
481,3_37288_20180725_1
482,3_37288_20180725_1
483,3_37288_20180725_1
484,3_37288_20180725_9
485,3_37288_20180725_9
486,3_37288_20180725_9
487,3_37288_20180725_9
488,3_37288_20180725_9
489,3_37288_20180725_9
490,3_37288_20180725_9
491,3_37288_20180725_9
492,3_37288_20180725_10
493,3_37288_20180725_10
494,3_37288_20180725_10
495,3_37288_20180725_10
496,3_37288_20180725_10
497,3_37288_20180725_10
498,4_36784_20180725_6
499,4_36784_20180725_6
500,4_36784_20180725_6
501,4_36784_20180725_6
502,4_36784_20180725_6
503,4_36784_20180725_6
504,4_36784_20180725_6
505,4_36784_20180725_6
506,4_36784_20180725_8
507,4_36784_20180725_8
508,4_36784_20180725_8
509,4_36784_20180725_8
510,4_36784_20180725_8
511,4_36784_20180725_8
512,4_36784_20180725_8
513,4_36784_20180725_8
514,4_36784_20180725_10
515,4_36784_20180725_10
516,4_36784_20180725_10
517,4_36784_20180725_10
518,4_36784_20180725_10
519,4_36784_20180725_10
520,5_36783_20180725_1
521,5_36783_20180725_1
522,5_36783_20180725_1
523,5_36783_20180725_1
524,5_36783_20180725_1
525,5_36783_20180725_1
526,5_36783_20180725_1
527,5_36783_20180725_2
528,5_36783_20180725_2
529,5_36783_20180725_2
530,5_36783_20180725_2
531,5_36783_20180725_2
532,5_36783_20180725_2
533,5_36783_20180725_2
534,5_36783_20180725_2
535,5_36783_20180725_6
536,5_36783_20180725_6
537,5_36783_20180725_6
538,5_36783_20180725_6
539,5_36783_20180725_6
540,5_36783_20180725_6
541,5_36783_20180725_6
542,5_36783_20180725_6
543,5_36783_20180725_7
544,5_36783_20180725_7
545,5_36783_20180725_7
546,5_36783_20180725_7
547,5_36783_20180725_7
548,5_36783_20180725_7
549,5_36783_20180725_7
550,5_36783_20180725_7
551,5_36783_20180725_8
552,5_36783_20180725_8
553,5_36783_20180725_8
554,5_36783_20180725_8
555,5_36783_20180725_8
556,5_36783_20180725_8
557,5_36783_20180725_8
558,5_36783_20180725_8
559,5_36783_20180725_9
560,5_36783_20180725_9
561,5_36783_20180725_9
562,5_36783_20180725_9
563,5_36783_20180725_9
564,5_36783_20180725_9
565,5_36783_20180725_9
566,5_36783_20180725_9
567,5_36783_20180725_11
568,5_36783_20180725_11
569,5_36783_20180725_11
570,5_36783_20180725_11
571,5_36783_20180725_11
572,5_36783_20180725_11
573,5_36783_20180725_11
574,5_36783_20180725_11
575,5_36783_20180725_12
576,5_36783_20180725_12
577,5_36783_20180725_12
578,5_36783_20180725_12
579,5_36783_20180725_12
580,5_36783_20180725_12
581,5_36783_20180725_12
582,5_36783_20180725_12
583,6_36782_20180725_5
584,6_36782_20180725_5
585,6_36782_20180725_5
586,6_36782_20180725_5
587,6_36782_20180725_5
588,6_36782_20180725_5
589,6_36782_20180725_5
590,6_36782_20180725_5
591,6_36782_20180725_7
592,6_36782_20180725_7
593,6_36782_20180725_7
594,6_36782_20180725_7
595,6_36782_20180725_7
596,6_36782_20180725_7
597,6_36782_20180725_7
598,6_36782_20180725_7
599,6_36782_20180725_9
600,6_36782_20180725_9
601,6_36782_20180725_9
602,6_36782_20180725_9
603,6_36782_20180725_9
604,6_36782_20180725_9
605,6_36782_20180725_9
606,6_36782_20180725_9
607,6_36782_20180725_12
608,6_36782_20180725_12
609,6_36782_20180725_12
610,6_36782_20180725_12
611,6_36782_20180725_12
612,6_36782_20180725_12
613,6_36782_20180725_12
614,6_36782_20180725_12
615,7_36777_20180725_2
616,7_36777_20180725_2
617,7_36777_20180725_2
618,7_36777_20180725_2
619,7_36777_20180725_2
620,7_36777_20180725_2
621,7_36777_20180725_2
622,7_36777_20180725_2
623,7_36777_20180725_3
624,7_36777_20180725_3
625,7_36777_20180725_3
626,7_36777_20180725_3
627,7_36777_20180725_3
628,7_36777_20180725_3
629,7_36777_20180725_3
630,7_36777_20180725_3
631,7_36777_20180725_8
632,7_36777_20180725_8
633,7_36777_20180725_8
634,7_36777_20180725_8
635,7_36777_20180725_8
636,7_36777_20180725_8
637,7_36777_20180725_8
638,7_36777_20180725_8
639,7_36777_20180725_11
640,7_36777_20180725_11
641,7_36777_20180725_11
642,7_36777_20180725_11
643,7_36777_20180725_11
644,7_36777_20180725_11
645,7_36777_20180725_11
646,7_36777_20180725_11
647,8_36700_20180725_7
648,8_36700_20180725_7
649,8_36700_20180725_7
650,8_36700_20180725_7
651,8_36700_20180725_7
652,8_36700_20180725_7
653,8_36700_20180725_7
654,8_36700_20180725_7
655,8_36700_20180725_8
656,8_36700_20180725_8
657,8_36700_20180725_8
658,8_36700_20180725_8
659,8_36700_20180725_8
660,8_36700_20180725_8
661,8_36700_20180725_8
662,8_36700_20180725_8
663,8_36700_20180725_11
664,8_36700_20180725_11
665,8_36700_20180725_11
666,8_36700_20180725_11
667,8_36700_20180725_11
668,8_36700_20180725_11
669,8_36700_20180725_11
670,8_36700_20180725_11
671,9_52638_20180725_12
672,9_52638_20180725_12
673,9_52638_20180725_12
674,9_52638_20180725_12
675,9_52638_20180725_12
676,9_52638_20180725_12
677,9_52638_20180725_12
678,9_52638_20180725_12
679,10_37277_20180801_5
680,10_37277_20180801_5
681,10_37277_20180801_5
682,10_37277_20180801_5
683,10_37277_20180801_5
684,10_37277_20180801_5
685,10_37277_20180801_5
686,10_37277_20180801_5
687,10_37277_20180801_9
688,10_37277_20180801_9
689,10_37277_20180801_9
690,10_37277_20180801_9
691,10_37277_20180801_9
692,10_37277_20180801_9
693,10_37277_20180801_9
694,10_37277_20180801_9
695,10_37277_20180801_11
696,10_37277_20180801_11
697,10_37277_20180801_11
698,10_37277_20180801_11
699,10_37277_20180801_11
700,10_37277_20180801_11
701,10_37277_20180801_11
702,10_37277_20180801_11
703,10_37277_20180801_12
704,10_37277_20180801_12
705,10_37277_20180801_12
706,10_37277_20180801_12
707,10_37277_20180801_12
708,10_37277_20180801_12
709,10_37277_20180801_12
710,10_37277_20180801_12
711,11_36697_20180801_1
712,11_36697_20180801_1
713,11_36697_20180801_1
714,11_36697_20180801_1
715,11_36697_20180801_1
716,11_36697_20180801_1
717,11_36697_20180801_1
718,11_36697_20180801_3
719,11_36697_20180801_3
720,11_36697_20180801_3
721,11_36697_20180801_3
722,11_36697_20180801_3
723,11_36697_20180801_3
724,11_36697_20180801_3
725,11_36697_20180801_3
726,11_36697_20180801_5
727,11_36697_20180801_5
728,11_36697_20180801_5
729,11_36697_20180801_5
730,11_36697_20180801_5
731,11_36697_20180801_5
732,11_36697_20180801_5
733,11_36697_20180801_5
734,11_36697_20180801_12
735,11_36697_20180801_12
736,11_36697_20180801_12
737,11_36697_20180801_12
738,11_36697_20180801_12
739,11_36697_20180801_12
740,11_36697_20180801_12
741,11_36697_20180801_12
742,12_31736_20180801_3
743,12_31736_20180801_3
744,12_31736_20180801_3
745,12_31736_20180801_3
746,12_31736_20180801_3
747,12_31736_20180801_3
748,12_31736_20180801_3
749,12_31736_20180801_3
750,12_31736_20180801_9
751,12_31736_20180801_9
752,12_31736_20180801_9
753,12_31736_20180801_9
754,12_31736_20180801_9
755,12_31736_20180801_9
756,12_31736_20180801_9
757,12_31736_20180801_9
758,13_55162_20180801_1
759,13_55162_20180801_1
760,13_55162_20180801_1
761,13_55162_20180801_1
762,13_55162_20180801_1
763,13_55162_20180801_1
764,13_55162_20180801_1
765,13_55162_20180801_2
766,13_55162_20180801_2
767,13_55162_20180801_2
768,13_55162_20180801_2
769,13_55162_20180801_2
770,13_55162_20180801_2
771,13_55162_20180801_2
772,13_55162_20180801_2
773,13_55162_20180801_5
774,13_55162_20180801_5
775,13_55162_20180801_5
776,13_55162_20180801_5
777,13_55162_20180801_5
778,13_55162_20180801_5
779,13_55162_20180801_5
780,13_55162_20180801_5
781,13_55162_20180801_7
782,13_55162_20180801_7
783,13_55162_20180801_7
784,13_55162_20180801_7
785,13_55162_20180801_7
786,13_55162_20180801_7
787,13_55162_20180801_7
788,13_55162_20180801_7
789,13_55162_20180801_11
790,13_55162_20180801_11
791,13_55162_20180801_11
792,13_55162_20180801_11
793,13_55162_20180801_11
794,13_55162_20180801_11
795,13_55162_20180801_11
796,13_55162_20180801_11
797,1_47843_20180801_5
798,1_47843_20180801_5
799,1_47843_20180801_5
800,1_47843_20180801_5
801,1_47843_20180801_5
802,1_47843_20180801_5
803,1_47843_20180801_5
804,1_47843_20180801_5
805,2_47841_20180801_1
806,2_47841_20180801_1
807,2_47841_20180801_1
808,2_47841_20180801_1
809,2_47841_20180801_1
810,2_47841_20180801_1
811,2_47841_20180801_1
812,2_47841_20180801_2
813,2_47841_20180801_2
814,2_47841_20180801_2
815,2_47841_20180801_2
816,2_47841_20180801_2
817,2_47841_20180801_2
818,2_47841_20180801_2
819,2_47841_20180801_2
820,2_47841_20180801_5
821,2_47841_20180801_5
822,2_47841_20180801_5
823,2_47841_20180801_5
824,2_47841_20180801_5
825,2_47841_20180801_5
826,2_47841_20180801_5
827,2_47841_20180801_5
828,2_47841_20180801_8
829,2_47841_20180801_8
830,2_47841_20180801_8
831,2_47841_20180801_8
832,2_47841_20180801_8
833,2_47841_20180801_8
834,2_47841_20180801_8
835,2_47841_20180801_8
836,2_47841_20180801_9
837,2_47841_20180801_9
838,2_47841_20180801_9
839,2_47841_20180801_9
840,2_47841_20180801_9
841,2_47841_20180801_9
842,2_47841_20180801_9
843,2_47841_20180801_9
844,3_36690_20180801_3
845,3_36690_20180801_3
846,3_36690_20180801_3
847,3_36690_20180801_3
848,3_36690_20180801_3
849,3_36690_20180801_3
850,3_36690_20180801_3
851,3_36690_20180801_3
852,3_36690_20180801_5
853,3_36690_20180801_5
854,3_36690_20180801_5
855,3_36690_20180801_5
856,3_36690_20180801_5
857,3_36690_20180801_5
858,3_36690_20180801_5
859,3_36690_20180801_5
860,3_36690_20180801_6
861,3_36690_20180801_6
862,3_36690_20180801_6
863,3_36690_20180801_6
864,3_36690_20180801_6
865,3_36690_20180801_6
866,3_36690_20180801_6
867,3_36690_20180801_6
868,3_36690_20180801_8
869,3_36690_20180801_8
870,3_36690_20180801_8
871,3_36690_20180801_8
872,3_36690_20180801_8
873,3_36690_20180801_8
874,3_36690_20180801_8
875,3_36690_20180801_8
876,3_36690_20180801_10
877,3_36690_20180801_10
878,3_36690_20180801_10
879,3_36690_20180801_10
880,3_36690_20180801_10
881,3_36690_20180801_10
882,3_36690_20180801_11
883,3_36690_20180801_11
884,3_36690_20180801_11
885,3_36690_20180801_11
886,3_36690_20180801_11
887,3_36690_20180801_11
888,3_36690_20180801_11
889,3_36690_20180801_11
890,3_36690_20180801_12
891,3_36690_20180801_12
892,3_36690_20180801_12
893,3_36690_20180801_12
894,3_36690_20180801_12
895,3_36690_20180801_12
896,3_36690_20180801_12
897,3_36690_20180801_12
898,4_52798_20180801_1
899,4_52798_20180801_1
900,4_52798_20180801_1
901,4_52798_20180801_1
902,4_52798_20180801_1
903,4_52798_20180801_1
904,4_52798_20180801_1
905,4_52798_20180801_5
906,4_52798_20180801_5
907,4_52798_20180801_5
908,4_52798_20180801_5
909,4_52798_20180801_5
910,4_52798_20180801_5
911,4_52798_20180801_5
912,4_52798_20180801_5
913,4_52798_20180801_7
914,4_52798_20180801_7
915,4_52798_20180801_7
916,4_52798_20180801_7
917,4_52798_20180801_7
918,4_52798_20180801_7
919,4_52798_20180801_7
920,4_52798_20180801_7
921,4_52798_20180801_9
922,4_52798_20180801_9
923,4_52798_20180801_9
924,4_52798_20180801_9
925,4_52798_20180801_9
926,4_52798_20180801_9
927,4_52798_20180801_9
928,4_52798_20180801_9
929,5_49917_20180801_2
930,5_49917_20180801_2
931,5_49917_20180801_2
932,5_49917_20180801_2
933,5_49917_20180801_2
934,5_49917_20180801_2
935,5_49917_20180801_2
936,5_49917_20180801_2
937,5_49917_20180801_3
938,5_49917_20180801_3
939,5_49917_20180801_3
940,5_49917_20180801_3
941,5_49917_20180801_3
942,5_49917_20180801_3
943,5_49917_20180801_3
944,5_49917_20180801_3
945,5_49917_20180801_7
946,5_49917_20180801_7
947,5_49917_20180801_7
948,5_49917_20180801_7
949,5_49917_20180801_7
950,5_49917_20180801_7
951,5_49917_20180801_7
952,5_49917_20180801_7
953,5_49917_20180801_9
954,5_49917_20180801_9
955,5_49917_20180801_9
956,5_49917_20180801_9
957,5_49917_20180801_9
958,5_49917_20180801_9
959,5_49917_20180801_9
960,5_49917_20180801_9
961,5_49917_20180801_10
962,5_49917_20180801_10
963,5_49917_20180801_10
964,5_49917_20180801_10
965,5_49917_20180801_10
966,5_49917_20180801_10
967,5_49917_20180801_11
968,5_49917_20180801_11
969,5_49917_20180801_11
970,5_49917_20180801_11
971,5_49917_20180801_11
972,5_49917_20180801_11
973,5_49917_20180801_11
974,5_49917_20180801_11
975,7_49741_20180801_3
976,7_49741_20180801_3
977,7_49741_20180801_3
978,7_49741_20180801_3
979,7_49741_20180801_3
980,7_49741_20180801_3
981,7_49741_20180801_3
982,7_49741_20180801_3
983,7_49741_20180801_10
984,7_49741_20180801_10
985,7_49741_20180801_10
986,7_49741_20180801_10
987,7_49741_20180801_10
988,7_49741_20180801_10
989,8_40920_20180801_5
990,8_40920_20180801_5
991,8_40920_20180801_5
992,8_40920_20180801_5
993,8_40920_20180801_5
994,8_40920_20180801_5
995,8_40920_20180801_5
996,8_40920_20180801_5
997,10_52784_20180802_3
998,10_52784_20180802_3
999,10_52784_20180802_3
1000,10_52784_20180802_3
1001,10_52784_20180802_3
1002,10_52784_20180802_3
1003,10_52784_20180802_3
1004,10_52784_20180802_3
1005,10_52784_20180802_6
1006,10_52784_20180802_6
1007,10_52784_20180802_6
1008,10_52784_20180802_6
1009,10_52784_20180802_6
1010,10_52784_20180802_6
1011,10_52784_20180802_6
1012,10_52784_20180802_6
1013,10_52784_20180802_10
1014,10_52784_20180802_10
1015,10_52784_20180802_10
1016,10_52784_20180802_10
1017,10_52784_20180802_10
1018,10_52784_20180802_10
1019,10_52784_20180802_11
1020,10_52784_20180802_11
1021,10_52784_20180802_11
1022,10_52784_20180802_11
1023,10_52784_20180802_11
1024,10_52784_20180802_11
1025,10_52784_20180802_11
1026,10_52784_20180802_11
1027,11_52648_20180802_3
1028,11_52648_20180802_3
1029,11_52648_20180802_3
1030,11_52648_20180802_3
1031,11_52648_20180802_3
1032,11_52648_20180802_3
1033,11_52648_20180802_3
1034,11_52648_20180802_3
1035,11_52648_20180802_10
1036,11_52648_20180802_10
1037,11_52648_20180802_10
1038,11_52648_20180802_10
1039,11_52648_20180802_10
1040,11_52648_20180802_10
1041,12_52644_20180802_4
1042,12_52644_20180802_4
1043,12_52644_20180802_4
1044,12_52644_20180802_4
1045,12_52644_20180802_4
1046,12_52644_20180802_4
1047,12_52644_20180802_4
1048,12_52644_20180802_4
1049,12_52644_20180802_6
1050,12_52644_20180802_6
1051,12_52644_20180802_6
1052,12_52644_20180802_6
1053,12_52644_20180802_6
1054,12_52644_20180802_6
1055,12_52644_20180802_6
1056,12_52644_20180802_6
1057,12_52644_20180802_8
1058,12_52644_20180802_8
1059,12_52644_20180802_8
1060,12_52644_20180802_8
1061,12_52644_20180802_8
1062,12_52644_20180802_8
1063,12_52644_20180802_8
1064,12_52644_20180802_8
1065,12_52644_20180802_12
1066,12_52644_20180802_12
1067,12_52644_20180802_12
1068,12_52644_20180802_12
1069,12_52644_20180802_12
1070,12_52644_20180802_12
